False_Positive_Rate,True_Positive_Rate,Threshold
0.3922705314009662,0.8983957219251337,0.17560087746679534
0.4,0.8983957219251337,0.16711240460871912
0.4,0.9010695187165776,0.16703123720000582
0.40869565217391307,0.9010695187165776,0.1605965670633197
0.40869565217391307,0.9037433155080213,0.15948142892515693
0.4106280193236715,0.9037433155080213,0.1588288429118197
0.4106280193236715,0.9064171122994652,0.15682590777925542
0.41352657004830917,0.9064171122994652,0.15624047654190065
0.41352657004830917,0.9090909090909091,0.15568790192410512
0.41739130434782606,0.9090909090909091,0.15293181772742076
0.41739130434782606,0.9171122994652406,0.1521682518908818
0.42318840579710143,0.9171122994652406,0.14647990008315925
0.42318840579710143,0.9197860962566845,0.14514528126612572
0.4270531400966184,0.9197860962566845,0.1426566246050435
0.4270531400966184,0.9224598930481284,0.1423304822579896
0.43768115942028984,0.9224598930481284,0.13773273363249397
0.43768115942028984,0.9251336898395722,0.13671451180552702
0.45410628019323673,0.9251336898395722,0.12692915283558406
0.45410628019323673,0.9278074866310161,0.12649335331369385
0.45507246376811594,0.9278074866310161,0.12444085895135296
0.45507246376811594,0.93048128342246,0.12392132295765457
0.4628019323671498,0.93048128342246,0.1205761406230656
0.4628019323671498,0.9331550802139037,0.11948648050639747
0.485024154589372,0.9331550802139037,0.1096265644642069
0.485024154589372,0.9358288770053476,0.10949161806751118
0.4859903381642512,0.9358288770053476,0.10890752863677562
0.4859903381642512,0.9385026737967914,0.10857229429359155
0.49371980676328503,0.9385026737967914,0.10514484806537971
0.49371980676328503,0.9411764705882353,0.10195248687484568
0.4966183574879227,0.9411764705882353,0.10116887167925297
0.4966183574879227,0.9438502673796791,0.10059243808671271
0.4995169082125604,0.9438502673796791,0.10020776608219562
0.4995169082125604,0.946524064171123,0.10009192385106826
0.5024154589371981,0.946524064171123,0.09895363316264416
0.5024154589371981,0.9491978609625669,0.09814734869027797
0.5033816425120773,0.9491978609625669,0.09778751072072897
0.5033816425120773,0.9518716577540107,0.09756391556930338
0.5101449275362319,0.9518716577540107,0.0941883438641425
0.5101449275362319,0.9545454545454546,0.0938589455615954
0.5294685990338164,0.9545454545454546,0.08655280708631936
0.5294685990338164,0.9572192513368984,0.08654463367550215
0.5314009661835749,0.9572192513368984,0.08567320596245971
0.5314009661835749,0.9598930481283422,0.08547575347604887
0.5362318840579711,0.9598930481283422,0.08394603550996109
0.5362318840579711,0.9652406417112299,0.083302942326133
0.5381642512077295,0.9652406417112299,0.08314557933882122
0.5381642512077295,0.9679144385026738,0.08294356594199462
0.5478260869565217,0.9679144385026738,0.08002441742110315
0.5478260869565217,0.9705882352941176,0.07901540484628908
0.5748792270531401,0.9705882352941176,0.07035922621411121
0.5748792270531401,0.9732620320855615,0.06991951518427666
0.578743961352657,0.9732620320855615,0.06912946682861025
0.578743961352657,0.9759358288770054,0.06840031864494155
0.6009661835748792,0.9759358288770054,0.06161517832839729
0.6009661835748792,0.9786096256684492,0.061518112883544904
0.6135265700483091,0.9786096256684492,0.05789787576392789
